name,category,address,phone,icon_url
Bizim Ev Yemekleri,Kebap/Türk Mutfağı,Mutlukent Mah. Mutluköy Sitesi 1949. Sok. No:8 Ümitköy Çankaya ANKARA,03122359944,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bodrum Mantı Cafe,Mantı,Mustafa Kemal Mah. 2118 Cad. No:4/B D:18 Mustafa Kemal Çankaya ANKARA,03125777730,http://ws.ticket.com.tr/iphone/images/icons/ST319.png
Bolkes Döner,Kebap/Türk Mutfağı,Oğuzlar Mah. Ceyhun Atıf Kansu Cad. No:2 Balgat Çankaya ANKARA,03122300101,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bolonez Cafe,Dünya Mutfağı,Üniversiteler Mah. Odtü İktisadi ve İd.B Çankaya Çankaya ANKARA,03123444616,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Bolu Mangal keyfi,Kebap/Türk Mutfağı,Ceyhun Atuf Kansu Cad. No:72/13 Oğuzlar Çankaya ANKARA,03122852277,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bolu Mangal Keyfi,Kebap/Türk Mutfağı,Prof. Dr. Ahmet Taner Kışlalı Mah. 2933 Cad. No:1/A Çayyolu Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bolu Mangal Keyfi,Kebap/Türk Mutfağı,Cepa Avm Mustafa Kemal Mah. No:2/372 Söğ Mustafa Kemal Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bolu Mangalzade,Kebap/Türk Mutfağı,Kent Park AVM Mustafa Kemal Mah. Dumlupınar Bul. No:164/52 Mustafa Kemal Çankaya ANKARA,03122199228,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bolulu Hasan Usta,Pasta/Tatlı,Meşrutiyet Mah. Atatürk Cad. No:95/E Çankaya Çankaya ANKARA,02323280275,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Bolulu Hasan Usta,Pasta/Tatlı,Remzi Oğuz Arık Mah. Tunalı Hilmi Cad. No:80/A Çankaya Çankaya ANKARA,03123280275,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Bolulu Hasan Usta,Kebap/Türk Mutfağı,3. Cad. No:6/A Bahçelievler Çankaya ANKARA,03122228099,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bordo Restaurant,Kebap/Türk Mutfağı,Bilkent Center AVM   Bilkent Center AVM No:33 Bilkent Çankaya ANKARA,03122667600,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Boston Drink Dessert,Pasta/Tatlı,Galleria Avm. Mutlukent Mah. Doğan Taşde len Blv. No:97/23 Çankaya Çankaya ANKARA,03122041190,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Bounty Eatery & Coffee,Sandwich/Tost/Burger,Meşrutiyet Mah. Konur-1 Sok. No:21/A Meşrutiyet Çankaya ANKARA,03124187475,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Bourbon Coffee,Sandwich/Tost/Burger,Meşrutiyet Mah. Konur 1 Sok. No:13/A-B Meşrutiyet Çankaya ANKARA,03124190951,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,328 AVM   328 AVM İlkbahar Mah. 596 Sok. No:71/8 Çankaya Çankaya ANKARA,03287901094,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,365 AVM Birlik Mah. 38 Sok. D:23 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,365 AVM Birlik Mah. 428. Cad. No:41 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Afra Cad. Antares Alışveriş Merkezi No:1 İç Kapı No: 153 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Ahmet Taner Kışlalı Mah. 2432. Cad. No:179 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Ankara Gar AVM Eti Mah. Celal Bayar Bul. No:2 D:27 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Ankara Gar AVM Eti Mah. Celal Bayar Bul. No:2-1 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Ankara Taurus AVM 100. Yıl İşçi BloklarıMah. Konya Yolu No: Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Atakule AVM Çankaya Mah. Çankaya Cad. No:1/B - 61 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Bahçelievler Mah. 17. Sok. No:27 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Beytepe, Kanuni Sultan Süleyman Blv No:50 D:1923 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,BİRLİK MAH.428.CAD.NO:41/214 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Büyükesat Mah. Ugur Mumcu Cad. 75/8 Gaziosmanpaşa Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Cebeci Mah. Cemal Gürsel Cad. No:45 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Cepa AVM Mustafa Kemal Mah. 17. Sok. Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Cepa AVM Mustafa Kemal Mah. 17. Sok. No:2 Kat:3 D:306 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Cepa AVM Mustafa Kemal Mah. 17. Sok. No:2/Z-72 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Cumhuriyet Mah. Atatürk Bul. No:55-A Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Cumhuriyet Mahallesi Sakarya Caddesi No: 15/1,2,3,4 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Cumhuriyet Mahallesi Sakarya Caddesi No: 15/1,2,3,4 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Cumhuriyet Mahallesi Sakarya Caddesi No: 15/1,2,3,4 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Cumhuriyet Mahallesi Sakarya Caddesi No: 15/1,2,3,4 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Cumhuriyet Mahallesi Sakarya Caddesi No: 15/1,2,3,4 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Cumhuriyet Mahallesi Sakarya Caddesi No: 15/1,2,3,4 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Cumhuriyet Mahallesi Sakarya Caddesi No:15/1,2,3,4 Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Eskişehir Yolu 7. Km Eski Halkbank Binası Önü Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Etı Mah. Celal Bayar Bulv. No : 2 - 121 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Fakülteler Mah. Cemal Gürsel Cad. No:64A Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Gordion AVM Koru Mah. Ankaralılar Cad. Kat:2 D:139 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Gordion AVM Koru Mah. Ankaralılar Cad. No:2 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,KENT PARK AVM MUSTAFA KEMAL MAH. DUMLUPI Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Kentpark AVM Mustafa Kemal Mah. Eskişehir Yolu Üzeri No:34/ Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Kızılırmak Mah, Dumlupınar Blv. No:3 1B97 Next Level Avm Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Koru Mahallesi Doğantaşdelen Bulvarı No:192 2.Kat Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Meşrutiyet Mahallesi Karanfil Sokak No:43/10 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Namık Kemal Mah.95 Cad.E1 Blok 2 Giriş No:1/17 İç Kapı No:1 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Namık Kemal Mah.95 Cad.E1 Blok 2 Giriş No:1/17 İç Kapı No:1 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Namık Kemal Mah.95 Cad.E1 Blok 3 Giriş No:1/18 İç Kapı No:1 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Oğuzlar Mah. 1379. Sok. No:15 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Oran Mah.Kudüs Cad.Turan Güneş Bulv.Panora AVM Or-An Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Panora AVM Oran Mah. Turan Güneş Bul. No:182/220 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Prof.Dr.Ahmet Taner Kışlalı Mah.8.Cad No :179/4 Tansaş Yan Çayyolu Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Sancak Mah.Turan Güneş Bulv. No:37 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Söğütözü Mah. Eskısehır Yolu 7. Km No:164 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Söğütözü Mah.Dumlupınar Bulvarı No:108/C Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Şehit Cengiz Karaca Mah. Dikmen Cad. Şükran Apt. No:338 D:1 Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Taurus AVM 100. Yıl İşçi Blokları Mah. Konya Yolu Cad. Çankaya Çankaya ANKARA,03124445464,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Üniversiteler Mah.Bilkent Center Karşısı Bilkent Blv.No:3 Çankaya Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Yukarı Bahçelievler Mah. 17.Sok.No:27 Bahçelievler Çankaya ANKARA,03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,"Yukarı Bahçelievler, Aşkabat Cd. No: 20/A Çankaya Çankaya ANKARA",03123106600,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Kızılay Mah. Selanik Cad. No:32 Kızılay Ortadoğu Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Next Level AVM Kızılırmak Mah. Dumlupına Çankaya Çankaya ANKARA,03126036380,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Taurus AVM Konya Yolu Mevlana Bulvarı No Balgat Çankaya ANKARA,03126036380,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Cevizlidere Mah.Mevlana Bulv. No :221/26 Çankaya Çankaya ANKARA,03129648960,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger King,Sandwich/Tost/Burger,Oran Mah. Kudüs Cad. No:6/1-37A Maltepe Çankaya ANKARA,03120481082,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger Make,Sandwich/Tost/Burger,Taurus AVM 100 Yıl Mah. Yemek Katı Ortadoğu Çankaya ANKARA,03122870080,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger Make,Sandwich/Tost/Burger,Oran Mah. Kudüs Cad. No:3/29 Çankaya Çankaya ANKARA,03124909949,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger Make,Sandwich/Tost/Burger,Yukarı Bahçelievler Mah.Aşkabat Cad.No:3 Çankaya Çankaya ANKARA,03122222310,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Burger Wave,Sandwich/Tost/Burger,Kavaklıdere Mah. Büklüm Cad. No:43/A Çankaya Çankaya ANKARA,03124192515,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Bursa İnegöl İskender,Kebap/Türk Mutfağı,Fidanlık Mah. Mithatpaşa Cad. No:39/A Kızılay Çankaya ANKARA,03124345650,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Bursa İnegöl Köftecisi,Köfte,Çankaya Mah. Çankaya Çankaya ANKARA,03124426961,http://ws.ticket.com.tr/iphone/images/icons/ST324.png
Butcha Steak House,Kebap/Türk Mutfağı,Mustafa Kemal Mah. Dumlupınar Bul. No:266/B-10 Mustafa Kemal Çankaya ANKARA,03123977398,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Butchers Burger,Sandwich/Tost/Burger,Çukurambar Mah. Hasan Celal Güzel Cad. N Çankaya Çankaya ANKARA,03122852747,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
By Moda Cafe & Bistro,Sandwich/Tost/Burger,Kızılay Mah. İzmir 1 Cad. No:18/A Çankaya Çankaya ANKARA,03124909290,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cadde 8 Pide Izgara,Kebap/Türk Mutfağı,Emek Mah.Bişkek Cad.No:71/B Çankaya Çankaya ANKARA,03122222026,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Cadde Döner,Kebap/Türk Mutfağı,Kızılay Mah. İzmir 2. Cad. No:34/17 Kızılay Çankaya ANKARA,03124241025,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Cadde'nin Lezzeti,Ev Yemekleri,A.Öveçler Mah. Kabil Cad. No:8/B Öveçler Çankaya ANKARA,03124810624,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Cafe 8,Kebap/Türk Mutfağı,Emek Mah. Veli Necdet Arığ Cad. No:44/A Emek Çankaya ANKARA,03125465175,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Cafe Ayaz,Sandwich/Tost/Burger,Koru Mah. Ankaralılar Cad. No:2/A Ümitköy Çankaya ANKARA,03123694043,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cafe Botanica Paris,Dünya Mutfağı,Barbaros Mah. Billur Sok. No:5/1 E Kavaklıdere Çankaya ANKARA,03124666089,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Cafe De Latte,Sandwich/Tost/Burger,Aydınlar Mah. Hürriyet Cad. Arslan Apt. No:178/A Dikmen Çankaya ANKARA,03124793969,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cafe De Nefes,Sandwich/Tost/Burger,Barbaros Mah. Esat Cad. No:112/A Kavaklıdere Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cafe Des Cafes,Sandwich/Tost/Burger,Barbaros Mah. Tunalı Hilmi Cad. Büklüm Sok. Kavaklıdere Çankaya ANKARA,03124265511,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cafe Kıraç,Kumpir,Olgunlar Cad. No:30 Kızılay Çankaya ANKARA,03124178686,http://ws.ticket.com.tr/iphone/images/icons/ST320.png
Cafe Mio,Dünya Mutfağı,Söğütözü Cad. TOBB R1 Alanı No:43 Söğütözü Çankaya ANKARA,0312,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Cafe Neuhaus,Sandwich/Tost/Burger,Üniversiteler Mah. Üniversiteler Cad. No:3 Bilkent Çankaya ANKARA,03122665546,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cafe Twino,Sandwich/Tost/Burger,Üniversiteler Mah. İhsan Doğramacı Bulv.İkizler Binası Ortadoğu Çankaya ANKARA,03129995749,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cafemiz,Sandwich/Tost/Burger,Gop Mah. Arjantin Cad. No:19/1 Gaziosmanpaşa Çankaya ANKARA,03124677921,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Caffe Di Toee,Kahve,Çukurambar Mah. 1480 Sok. No:13/2B Blok Çankaya Çankaya ANKARA,03123103604,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Caffe Di Toee,Kahve,Kavaklıdere Mah. Bestekar Sok. No:23/A Kavaklıdere Çankaya ANKARA,03124182370,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Caffe Nero,Kahve,Kentpark AVM Mustafa Kemal Mah. Eskişehir Yolu 7. Km No:164 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Caffe Nero,Kahve,Koru Mah.Ankarılılar Cad.No:2A Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Cajun Corner,Dünya Mutfağı,Remzi Oğuz Arık Mah. Bülten Sok. No:9/26 Çankaya Çankaya ANKARA,03124671617,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Cajun Corner,Sandwich/Tost/Burger,Kocatepe Mah.Selanik Cad.No:19/D Çankaya Çankaya ANKARA,03123011060,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cajun's,Sandwich/Tost/Burger,Kızılay Mah. Atatürk Cad. No: 96/824 Kızılay Çankaya ANKARA,03129241123,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cajun'S,Sandwich/Tost/Burger,Kızılay Mah. İzmir 2. Cad. Turtes Pasajı No:34 - Z23 Çankaya Çankaya ANKARA,03129241123,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cake Me,Pasta/Tatlı,Üniversiteler Mah. 1597. Cad. No:3/79 Çankaya Çankaya ANKARA,03125385453,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Cambo İnegöl Köfte,Köfte,Yıldızevler Mah. Rabindranath Cad. No:15A Çankaya Çankaya ANKARA,03124676362,http://ws.ticket.com.tr/iphone/images/icons/ST324.png
Can Pide Kebap,Kebap/Türk Mutfağı,Balgat Mah. Ziyabey Cad. 1420. Sok. No:4/A Balgat Çankaya ANKARA,03122879092,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Canbolat Çağrı Usta,Kebap/Türk Mutfağı,Balgat Mah. 1419 Cad. No:1/B Balgat Balgat Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Cansu Piknik,Sandwich/Tost/Burger,Öveçler Mah. 1314 Sok. No:43/B Öveçler Öveçler Çankaya ANKARA,03124733761,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Carıbou,Kahve,Eti Mah. Celal Bayar Bul. No:78 Bulvar Katı Mahal No:AZ-051 Çankaya Çankaya ANKARA,03123856232,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Caribou Coffee,Kahve,Armada AVM Beştepeler Mah. Dumlupınar Cad. No:6 B Blok Söğütözü Çankaya ANKARA,03122190233,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Caribou Coffee,Kahve,Meşrutiyet Mah. Karanfil Sok. No:27 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Caribou Coffee,Kahve,Selanik Cad. No:37 Kızılay Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Caribou Coffee,Sandwich/Tost/Burger,Eti Mah. Celal Bayar Bul. No:78/A Eti Çankaya ANKARA,03123856232,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Carl's Jr.,Sandwich/Tost/Burger,Kentpark AVM Eskişehir Yolu 7. Km Kat:2No:67 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Carnavale,Sandwich/Tost/Burger,Aşağı Öveçler Mah. Kabil Cad. No:48/A Öveçler Çankaya ANKARA,03124819412,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Carnavale Pastaneleri,Pasta/Tatlı,Harbiye Mah. Sokullu Mehmet Paşa Cad. No:23/B Çankaya Çankaya ANKARA,03124808857,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Carrefour Lezzet Arası,Sandwich/Tost/Burger,Koru Mah. Ahmet Taner Kışlalı Cad. No:4/ Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cemilenin Mutfağı,Ev Yemekleri,Güvenevler Mahallesi Mesnevi Sokak No:2 4/B Çankaya Çankaya ANKARA,03124240746,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Cennetkuşu Kebap,Kebap/Türk Mutfağı,Kızılırmak Mah. 1443 Cad. No:53/F Kızılırmak Çankaya ANKARA,03122842959,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Central,Dünya Mutfağı,Üniversiteler Mah. İhsan Doğramaci Bulv ODTÜ Çankaya ANKARA,03125149848,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Chef Börek Chef Tavuk,Börek,Cevizlidere Mah. Cevizlidere Cad. No:23/ C Çankaya Çankaya ANKARA,03125772880,http://ws.ticket.com.tr/iphone/images/icons/ST313.png
Chicken Garage Cajun & Burger,Sandwich/Tost/Burger,Eme Mah. Şht. Yavuz Oğuz Sok. No:19 Çankaya Çankaya ANKARA,03127037023,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Chickenland,Kebap/Türk Mutfağı,Ata Mah. Dikmen Cad. No:362/B Dikmen Ata Çankaya ANKARA,03124757580,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
China Bloom,Dünya Mutfağı,Galeria Avm. Mutlukent Mah. 2432 Cad. No Ümitköy Çankaya ANKARA,03122365060,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
China Bloom,Dünya Mutfağı,Çankaya Mah. Çankaya Cad. No:1/B Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
China Box,Dünya Mutfağı,Alacaatlı Mah. 3381/1 Cad. No:19/6 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Chinese & Sushi Express,Deniz Mahsulleri,Çayyolu Mah. Angora Bul. No:209/16 Çayyolu Çankaya ANKARA,03122252516,http://ws.ticket.com.tr/iphone/images/icons/ST301.png
Chinese & Sushi Express,Kebap/Türk Mutfağı,Beştepe Mah. Nergiz Sok. No:7/2-9 Akay Çankaya ANKARA,03122252516,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Chocnette,Pasta/Tatlı,Eskişehir Yolu 7. Km No:164 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Chop N Blend,Sandwich/Tost/Burger,Yukarı Bahçelievler Mah.Azerbaycan Cad.No:133/1 Yukarı Bahçelievler Çankaya ANKARA,03122842784,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Ciğerci Bahattin,Kebap/Türk Mutfağı,Oğuzlar Mah. Ceyhun Atif Kansu Cad. Gençler Apt. No:53/A Balgat Çankaya ANKARA,03122878788,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Ciğerci Bahattin,Kebap/Türk Mutfağı,Emek Mah. Kazakistan Cad. No:160/A Çankaya Çankaya ANKARA,03126927339,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Ciğerci Yakup,Kebap/Türk Mutfağı,Balgat Mah. Ceyhun Atuf Kansu Cad. No:26/A Balgat Çankaya ANKARA,03122867086,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Cihan Kebap,Kebap/Türk Mutfağı,Oran Mah. Turan Güneş Bul. No:180/E-6 Or-An Çankaya ANKARA,03124905999,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Clay And Fire,Pizza,Kavaklıdere Mah. Beykoz Sok. No:15/D Kavaklıdere Çankaya ANKARA,03124255206,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Clinic Coffee Co.,Pasta/Tatlı,Arcadium AVM Koru Mah. 2432 Cad. No:192 Çayyolu Çankaya ANKARA,03124000516,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Clinic Coffee Co.,Pasta/Tatlı,Panora AVM Oran Mah. Kudüs Cad. No:182/2 94 Oran Or-An Çankaya ANKARA,03124000516,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Coffee Bean Story,Pasta/Tatlı,M. Kemal Mah. 2127. Cad. No:10/C Mustafa Kemal Çankaya ANKARA,03122195069,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Coffee Break,Sandwich/Tost/Burger,Bilkent Üniveristesi Mutlukent Mah. Bilkent Çankaya ANKARA,03122664919,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Coffee Break,Sandwich/Tost/Burger,Bilkent Üniversiteler Mah.1606 Cad.6.Cad Çankaya Çankaya ANKARA,03122664919,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
